x_value,total_1,total_2
1665,2669,1887
1666,2670,1886
1667,2676,1888
1668,2681,1887
1669,2688,1891
1670,2687,1886
1671,2684,1888
1672,2678,1886
1673,2676,1887
1674,2678,1893
1675,2679,1894
1676,2679,1892
1677,2681,1891
1678,2688,1888
1679,2682,1893
1680,2687,1893
1681,2685,1888
1682,2688,1883
1683,2689,1883
1684,2697,1889
1685,2692,1884
1686,2695,1882
1687,2694,1882
1688,2694,1888
1689,2688,1894
1690,2694,1890
1691,2700,1888
1692,2696,1892
1693,2691,1893
1694,2692,1892
1695,2688,1896
1696,2691,1892
1697,2685,1896
1698,2691,1892
1699,2693,1888
1700,2701,1891
1701,2705,1896
1702,2711,1892
1703,2708,1896
1704,2708,1899
1705,2708,1894
1706,2704,1892
1707,2699,1890
1708,2704,1896
1709,2700,1891
1710,2706,1894
1711,2701,1896
1712,2695,1897
1713,2697,1893
1714,2692,1895
1715,2689,1897
1716,2685,1892
1717,2685,1889
1718,2684,1892
1719,2680,1893
1720,2676,1895
1721,2684,1897
1722,2690,1895
1723,2690,1890
1724,2688,1890
1725,2683,1891
1726,2688,1889
1727,2685,1892
1728,2690,1890
1729,2695,1892
1730,2703,1897
1731,2706,1901
1732,2713,1904
1733,2712,1908
1734,2718,1913
1735,2717,1912
1736,2721,1910
1737,2721,1908
1738,2723,1911
1739,2731,1917
1740,2732,1920
1741,2731,1926
1742,2725,1924
1743,2729,1925
1744,2725,1924
1745,2731,1922
1746,2733,1927
1747,2740,1922
1748,2746,1925
1749,2754,1929
1750,2748,1926
1751,2742,1925
1752,2738,1931
1753,2732,1936
1754,2731,1941
1755,2737,1947
1756,2742,1944
1757,2740,1940
1758,2747,1935
1759,2744,1936
1760,2750,1941
1761,2758,1947
1762,2754,1947
1763,2756,1950
1764,2751,1948
1765,2759,1947
1766,2754,1945
1767,2759,1945
1768,2754,1942
1769,2750,1937
1770,2746,1941
1771,2751,1939
1772,2754,1934
1773,2760,1940
1774,2756,1942
1775,2759,1943
1776,2763,1941
1777,2766,1945
1778,2768,1948
1779,2767,1954
1780,2764,1954
1781,2763,1954
1782,2771,1955
1783,2769,1961
1784,2769,1964
1785,2768,1966
1786,2767,1964
1787,2771,1962
1788,2774,1967
1789,2778,1963
1790,2776,1958
1791,2771,1954
1792,2770,1959
1793,2770,1957
1794,2773,1959
1795,2767,1957
1796,2765,1959
1797,2772,1962
1798,2770,1964
1799,2766,1967
1800,2771,1972
1801,2767,1972
1802,2765,1978
1803,2771,1974
1804,2769,1978
1805,2767,1978
1806,2775,1984
1807,2773,1981
1808,2775,1979
1809,2772,1974
1810,2766,1980
1811,2773,1975
1812,2776,1972
1813,2780,1969
1814,2780,1971
1815,2774,1972
1816,2771,1976
1817,2777,1979
1818,2776,1980
1819,2779,1979
1820,2774,1981
1821,2777,1979
1822,2784,1983
1823,2786,1987
1824,2785,1986
1825,2783,1986
1826,2778,1990
1827,2776,1992
1828,2771,1997
1829,2767,1992
1830,2768,1994
1831,2768,1990
1832,2766,1996
1833,2774,1995
1834,2768,1998
1835,2763,1997
1836,2768,1997
1837,2772,2000
1838,2767,1998
1839,2761,2000
1840,2755,1996
1841,2758,1996
1842,2758,1999
1843,2754,1999
1844,2760,2003
1845,2766,2000
1846,2769,1995
1847,2777,2000
1848,2778,2006
1849,2781,2003
1850,2788,2000
1851,2789,2002
1852,2791,2006
1853,2786,2011
1854,2792,2016
1855,2792,2014
1856,2800,2014
1857,2803,2016
1858,2810,2016
1859,2805,2013
1860,2808,2019
1861,2811,2015
1862,2806,2020
1863,2805,2025
1864,2810,2030
1865,2815,2036
1866,2815,2035
1867,2810,2036
1868,2810,2041
1869,2812,2041
1870,2819,2044
1871,2826,2050
1872,2833,2045
1873,2828,2043
1874,2834,2046
1875,2842,2049
1876,2838,2048
1877,2845,2052
1878,2848,2048
1879,2843,2044
1880,2844,2039
1881,2843,2034
1882,2842,2037
1883,2849,2041
1884,2849,2043
1885,2847,2042
1886,2853,2048
1887,2859,2050
1888,2860,2047
1889,2854,2049
1890,2862,2048
1891,2862,2045
1892,2866,2049
1893,2871,2048
1894,2872,2053
1895,2879,2055
1896,2878,2054
1897,2879,2060
1898,2875,2060
1899,2872,2062
1900,2875,2061
1901,2871,2057
1902,2872,2061
1903,2874,2062
1904,2879,2068
1905,2877,2064
1906,2885,2065
1907,2885,2067
1908,2879,2062
1909,2879,2058
1910,2878,2056
1911,2884,2058
1912,2882,2053
1913,2885,2055
1914,2891,2053
1915,2899,2055
1916,2907,2057
1917,2907,2052
1918,2910,2050
1919,2905,2052
1920,2907,2054
1921,2914,2057
1922,2922,2053
1923,2922,2048
1924,2917,2052
1925,2911,2051
1926,2905,2050
1927,2904,2048
1928,2905,2053
1929,2910,2058
1930,2904,2054
1931,2911,2057
1932,2913,2052
1933,2912,2057
1934,2914,2060
1935,2910,2057
1936,2918,2060
1937,2913,2060
1938,2918,2061
1939,2916,2058
1940,2912,2059
1941,2912,2065
1942,2909,2063
1943,2915,2067
1944,2921,2073
1945,2919,2068
1946,2924,2067
1947,2921,2065
1948,2919,2069
1949,2914,2065
1950,2909,2068
1951,2916,2065
1952,2918,2064
1953,2920,2067
1954,2917,2073
1955,2919,2074
1956,2924,2069
1957,2929,2069
1958,2923,2075
1959,2925,2077
1960,2927,2083
1961,2926,2087
1962,2927,2084
1963,2926,2083
1964,2926,2087
1965,2920,2093
1966,2916,2091
1967,2919,2095
1968,2923,2092
1969,2922,2096
1970,2918,2096
1971,2913,2093
1972,2913,2097
1973,2914,2092
1974,2909,2097
1975,2914,2101
1976,2916,2101
1977,2919,2101
1978,2915,2104
1979,2920,2110
1980,2914,2110
1981,2920,2112
1982,2923,2116
1983,2924,2121
1984,2921,2116
1985,2922,2113
1986,2924,2115
1987,2921,2121
1988,2922,2116
1989,2926,2119
1990,2923,2123
1991,2924,2118
1992,2924,2115
1993,2931,2116
1994,2930,2119
1995,2931,2121
1996,2934,2120
1997,2933,2118
1998,2928,2122
1999,2926,2119
2000,2920,2115
2001,2917,2116
2002,2912,2117
2003,2913,2120
2004,2909,2122
2005,2910,2122
2006,2908,2124
2007,2916,2122
2008,2923,2124
2009,2924,2125
2010,2919,2120
2011,2919,2125
2012,2917,2128
2013,2923,2124
2014,2927,2119
2015,2935,2116
2016,2938,2113
2017,2936,2119
2018,2942,2124
2019,2948,2121
2020,2953,2125
2021,2961,2129
2022,2961,2129
2023,2956,2133
2024,2963,2131
2025,2957,2137
2026,2961,2132
2027,2964,2134
2028,2966,2131
2029,2971,2131
2030,2968,2131
2031,2976,2128
2032,2972,2124
2033,2978,2126
2034,2975,2122
2035,2974,2120
2036,2979,2121
2037,2979,2118
2038,2987,2121
2039,2986,2122
2040,2985,2126
2041,2981,2131
2042,2976,2137
2043,2977,2132
2044,2985,2128
2045,2987,2123
2046,2985,2127
2047,2993,2124
2048,2994,2119
2049,2999,2120
2050,2998,2125
2051,3000,2129
2052,3006,2135
2053,3008,2140
2054,3005,2144
2055,3009,2140
2056,3009,2145
2057,3012,2151
2058,3006,2151
2059,3001,2146
2060,3008,2146
2061,3004,2142
2062,3000,2145
2063,2994,2140
2064,2998,2139
2065,2992,2145
2066,2993,2149
2067,2993,2144
2068,2991,2147
2069,2998,2151
2070,2994,2150
2071,2996,2145
2072,2994,2141
2073,2989,2145
2074,2987,2143
2075,2991,2143
2076,2985,2145
2077,2987,2150
2078,2991,2147
2079,2995,2145
2080,3000,2142
2081,2997,2147
2082,2994,2148
2083,2990,2152
2084,2992,2152
2085,2990,2157
2086,2984,2153
2087,2991,2149
2088,2994,2153
2089,3001,2155
2090,3005,2160
2091,3005,2158
2092,3003,2158
2093,3007,2156
2094,3005,2157
2095,3009,2157
2096,3017,2153
2097,3014,2152
2098,3021,2151
2099,3021,2146
2100,3015,2150
2101,3015,2147
2102,3017,2153
2103,3025,2156
2104,3031,2159
2105,3029,2155
2106,3033,2152
2107,3034,2148
2108,3037,2143
2109,3042,2146
2110,3048,2148
2111,3043,2145
2112,3040,2142
2113,3035,2137
2114,3043,2135
2115,3040,2140
2116,3044,2136
2117,3041,2139
2118,3046,2145
2119,3053,2146
2120,3050,2151
2121,3045,2154
2122,3053,2156
2123,3061,2152
2124,3055,2149
2125,3052,2144
2126,3046,2150
2127,3048,2153
2128,3046,2153
2129,3054,2157
2130,3057,2158
2131,3058,2163
2132,3053,2163
2133,3050,2167
2134,3047,2172
2135,3053,2175
2136,3061,2180
2137,3062,2181
2138,3064,2176
2139,3064,2179
2140,3061,2177
2141,3064,2175
2142,3070,2174
2143,3070,2175
2144,3068,2179
2145,3065,2174
2146,3065,2175
2147,3062,2171
2148,3070,2176
2149,3066,2179
2150,3073,2182
2151,3071,2181
2152,3077,2179
2153,3079,2185
2154,3073,2183
2155,3079,2180
2156,3074,2183
2157,3082,2184
2158,3089,2186
2159,3083,2187
2160,3081,2191
2161,3086,2189
2162,3081,2191
2163,3089,2197
2164,3083,2193
2165,3088,2188
2166,3091,2184
2167,3093,2180
2168,3094,2177
2169,3099,2181
2170,3095,2179
2171,3101,2183
2172,3103,2183
2173,3110,2182
2174,3112,2182
2175,3119,2184
2176,3123,2188
2177,3131,2187
2178,3138,2189
2179,3145,2192
2180,3150,2188
2181,3144,2185
2182,3150,2189
2183,3147,2189
2184,3147,2187
2185,3148,2188
2186,3153,2193
2187,3154,2190
2188,3150,2192
2189,3154,2190
2190,3148,2195
2191,3147,2201
2192,3152,2206
2193,3160,2204
2194,3167,2205
2195,3163,2211
2196,3161,2210
2197,3163,2215
2198,3159,2216
2199,3160,2217
2200,3162,2217
2201,3170,2223
2202,3166,2220
2203,3174,2215
2204,3178,2211
2205,3177,2210
2206,3182,2213
2207,3177,2216
2208,3173,2215
2209,3167,2219
2210,3168,2221
2211,3169,2218
2212,3176,2219
2213,3180,2220
2214,3176,2223
2215,3170,2219
2216,3177,2222
2217,3174,2217
2218,3174,2215
2219,3176,2220
2220,3175,2221
2221,3175,2227
2222,3173,2225
2223,3172,2228
2224,3167,2232
2225,3170,2236
2226,3167,2240
2227,3168,2243
2228,3171,2248
2229,3172,2250
2230,3174,2255
2231,3171,2252
2232,3166,2251
2233,3160,2252
2234,3159,2249
2235,3155,2253
2236,3151,2256
2237,3155,2253
2238,3154,2254
2239,3148,2254
2240,3151,2260
2241,3158,2257
2242,3154,2254
2243,3154,2251
2244,3161,2253
2245,3159,2252
2246,3160,2254
2247,3163,2257
2248,3169,2260
2249,3173,2265
2250,3169,2265
2251,3171,2270
2252,3172,2266
2253,3169,2265
2254,3169,2263
2255,3167,2264
2256,3169,2265
2257,3164,2269
2258,3164,2266
2259,3168,2265
2260,3165,2269
2261,3172,2264
2262,3167,2267
2263,3169,2270
2264,3163,2273
2265,3165,2268
2266,3165,2268
2267,3173,2266
2268,3180,2261
2269,3187,2260
2270,3186,2260
2271,3194,2258
2272,3199,2257
2273,3199,2256
2274,3201,2252
2275,3203,2252
2276,3200,2258
2277,3195,2263
2278,3199,2259
2279,3196,2265
2280,3193,2261
2281,3197,2256
2282,3198,2253
2283,3204,2250
2284,3203,2256
2285,3199,2257
2286,3203,2259
2287,3211,2257
2288,3212,2257
2289,3213,2252
2290,3208,2248
2291,3207,2243
2292,3205,2238
2293,3212,2239
2294,3209,2242
2295,3210,2244
2296,3210,2242
2297,3218,2242
2298,3222,2247
2299,3218,2252
2300,3221,2255
2301,3222,2252
2302,3224,2258
2303,3225,2258
2304,3229,2261
2305,3228,2259
2306,3230,2261
2307,3232,2266
2308,3237,2271
2309,3242,2266
2310,3240,2267
2311,3242,2273
2312,3237,2279
2313,3236,2284
2314,3232,2289
2315,3240,2294
2316,3238,2297
2317,3235,2297
2318,3232,2295
2319,3230,2299
2320,3236,2300
2321,3237,2297
2322,3238,2301
2323,3239,2298
2324,3246,2304
2325,3251,2300
2326,3247,2302
2327,3253,2304
2328,3261,2308
2329,3259,2307
2330,3256,2307
2331,3250,2304
2332,3257,2308
2333,3254,2305
2334,3255,2300
2335,3259,2301
2336,3257,2303
2337,3264,2309
2338,3267,2314
2339,3271,2315
2340,3267,2314
2341,3271,2320
2342,3279,2316
2343,3280,2320
2344,3278,2326
2345,3273,2328
2346,3275,2334
2347,3271,2330
2348,3277,2326
2349,3280,2332
2350,3281,2329
2351,3278,2334
2352,3277,2332
2353,3271,2331
2354,3273,2330
2355,3277,2327
2356,3278,2329
2357,3275,2325
2358,3282,2325
2359,3285,2320
2360,3292,2326
2361,3299,2321
2362,3303,2319
2363,3302,2325
2364,3302,2329
2365,3296,2327
2366,3304,2332
2367,3298,2334
2368,3306,2340
2369,3309,2345
2370,3306,2346
2371,3305,2348
2372,3302,2345
2373,3300,2342
2374,3298,2340
2375,3299,2340
2376,3305,2346
2377,3301,2349
2378,3301,2352
2379,3307,2353
2380,3309,2350
2381,3309,2351
2382,3313,2355
2383,3311,2357
2384,3316,2361
2385,3315,2367
2386,3313,2366
2387,3321,2365
2388,3324,2364
2389,3331,2361
2390,3333,2356
2391,3331,2355
2392,3337,2354
2393,3334,2359
2394,3338,2360
2395,3339,2356
2396,3336,2358
2397,3332,2362
2398,3337,2364
2399,3338,2360
2400,3336,2358
2401,3337,2360
2402,3342,2356
2403,3349,2360
2404,3348,2363
2405,3345,2361
2406,3345,2362
2407,3347,2360
2408,3353,2363
2409,3353,2360
2410,3348,2365
2411,3352,2371
2412,3357,2375
2413,3354,2378
2414,3358,2374
2415,3354,2378
2416,3360,2375
2417,3363,2376
2418,3358,2371
2419,3356,2372
2420,3355,2373
2421,3350,2379
2422,3349,2381
2423,3353,2380
2424,3353,2377
2425,3355,2382
2426,3360,2382
2427,3363,2380
2428,3369,2377
2429,3373,2378
2430,3378,2374
2431,3385,2376
2432,3380,2375
2433,3375,2371
2434,3372,2377
2435,3366,2379
2436,3370,2385
2437,3364,2390
2438,3359,2396
2439,3358,2395
2440,3364,2392
2441,3364,2389
2442,3367,2387
2443,3363,2387
2444,3361,2383
2445,3362,2388
2446,3361,2385
2447,3361,2380
2448,3368,2376
2449,3364,2381
2450,3359,2382
2451,3364,2382
2452,3371,2378
2453,3379,2380
2454,3373,2377
2455,3375,2373
2456,3369,2376
2457,3363,2380
2458,3368,2379
2459,3372,2378
2460,3375,2373
2461,3374,2370
2462,3380,2373
2463,3375,2377
2464,3383,2380
2465,3377,2379
2466,3385,2377
2467,3391,2373
2468,3397,2378
2469,3399,2375
2470,3403,2379
2471,3400,2385
2472,3398,2390
2473,3404,2387
2474,3399,2389
2475,3403,2391
2476,3401,2397
2477,3407,2393
2478,3405,2397
2479,3400,2396
2480,3395,2399
2481,3391,2405
2482,3394,2401
2483,3398,2397
2484,3393,2394
2485,3388,2396
2486,3382,2399
2487,3380,2404
2488,3374,2399
2489,3379,2405
2490,3373,2408
2491,3370,2404
2492,3374,2407
2493,3372,2412
2494,3371,2408
2495,3371,2412
2496,3373,2411
2497,3368,2416
2498,3365,2418
2499,3365,2417
2500,3369,2418
2501,3370,2417
2502,3372,2415
2503,3369,2416
2504,3363,2413
2505,3366,2415
2506,3360,2412
2507,3362,2409
2508,3366,2413
2509,3362,2419
2510,3361,2417
2511,3367,2420
2512,3370,2419
2513,3367,2421
2514,3373,2416
2515,3376,2413
2516,3375,2408
2517,3375,2403
2518,3377,2406
2519,3380,2406
2520,3388,2409
2521,3393,2408
2522,3395,2413
2523,3392,2414
2524,3389,2420
2525,3385,2426
2526,3388,2426
2527,3389,2432
2528,3392,2437
2529,3386,2434
2530,3386,2431
2531,3394,2426
2532,3394,2423
2533,3397,2429
2534,3399,2428
2535,3399,2423
2536,3393,2423
2537,3390,2426
2538,3389,2432
2539,3383,2436
2540,3383,2434
2541,3384,2437
2542,3381,2437
2543,3379,2434
2544,3384,2430
2545,3390,2432
2546,3391,2435
2547,3396,2433
2548,3392,2434
2549,3389,2440
2550,3387,2440
2551,3387,2441
2552,3392,2443
2553,3399,2447
2554,3406,2445
2555,3404,2440
2556,3410,2437
2557,3414,2440
2558,3416,2446
2559,3422,2450
2560,3427,2454
2561,3433,2460
2562,3438,2459
2563,3443,2463
2564,3440,2462
2565,3441,2457
2566,3444,2457
2567,3446,2462
2568,3450,2460
2569,3458,2457
2570,3460,2455
2571,3468,2452
2572,3466,2454
2573,3472,2460
2574,3478,2456
2575,3484,2458
2576,3489,2460
2577,3483,2456
2578,3477,2452
2579,3476,2458
2580,3471,2456
2581,3478,2460
2582,3479,2461
2583,3480,2467
2584,3476,2463
2585,3476,2463
2586,3474,2464
2587,3469,2461
2588,3474,2459
2589,3479,2456
2590,3473,2458
2591,3467,2461
2592,3468,2462
2593,3469,2466
2594,3466,2470
2595,3460,2467
2596,3466,2469
2597,3473,2467
2598,3479,2463
2599,3474,2465
2600,3475,2467
2601,3474,2464
2602,3480,2463
2603,3481,2459
2604,3478,2457
2605,3478,2457
2606,3473,2463
2607,3480,2467
2608,3482,2462
2609,3481,2465
2610,3482,2461
2611,3478,2462
2612,3479,2467
2613,3474,2463
2614,3471,2469
2615,3471,2470
2616,3475,2475
2617,3476,2478
2618,3470,2484
2619,3469,2490
2620,3472,2487
2621,3469,2486
2622,3464,2484
2623,3468,2480
2624,3473,2476
2625,3476,2481
2626,3480,2478
2627,3484,2484
2628,3485,2490
2629,3491,2492
2630,3485,2487
2631,3491,2491
2632,3499,2496
2633,3503,2495
2634,3499,2494
2635,3497,2498
2636,3494,2499
2637,3501,2499
2638,3498,2505
2639,3501,2504
2640,3507,2508
2641,3508,2506
2642,3506,2503
2643,3507,2500
2644,3505,2501
2645,3499,2501
2646,3495,2506
2647,3490,2507
2648,3498,2503
2649,3495,2507
2650,3497,2509
2651,3499,2511
2652,3494,2515
2653,3497,2516
2654,3497,2518
2655,3493,2513
2656,3493,2515
2657,3495,2518
2658,3492,2516
2659,3491,2518
2660,3498,2518
2661,3497,2517
2662,3494,2514
2663,3498,2515
2664,3497,2511
2665,3502,2506
2666,3500,2507
2667,3494,2513
2668,3502,2518
2669,3496,2522
2670,3490,2520
2671,3495,2519
2672,3496,2525
2673,3502,2522
2674,3507,2526
2675,3512,2531
2676,3513,2527
2677,3512,2525
2678,3514,2531
2679,3514,2533
2680,3512,2529
2681,3509,2531
2682,3507,2529
2683,3508,2525
2684,3516,2525
2685,3518,2522
2686,3514,2527
2687,3511,2530
2688,3507,2525
2689,3501,2530
2690,3502,2527
2691,3503,2533
2692,3505,2532
2693,3507,2529
2694,3505,2524
2695,3511,2521
2696,3509,2524
2697,3514,2527
2698,3521,2530
2699,3517,2536
2700,3518,2532
2701,3513,2532
2702,3512,2535
2703,3506,2534
2704,3508,2540
2705,3506,2541
2706,3509,2542
2707,3503,2544
2708,3511,2545
2709,3506,2541
2710,3514,2541
2711,3512,2544
2712,3514,2548
2713,3516,2549
2714,3519,2544
2715,3524,2544
2716,3529,2540
2717,3525,2542
2718,3520,2542
2719,3524,2546
2720,3523,2543
2721,3528,2540
2722,3530,2537
2723,3524,2538
2724,3527,2538
2725,3522,2543
2726,3518,2542
2727,3515,2541
2728,3517,2546
2729,3511,2548
2730,3510,2550
2731,3514,2552
2732,3511,2551
2733,3507,2553
2734,3504,2554
2735,3512,2554
2736,3518,2558
2737,3514,2554
2738,3510,2550
2739,3504,2551
2740,3503,2557
2741,3502,2560
2742,3502,2562
2743,3503,2561
2744,3505,2566
2745,3512,2561
2746,3515,2566
2747,3518,2572
2748,3524,2574
2749,3527,2577
2750,3530,2580
2751,3535,2586
2752,3533,2591
2753,3536,2596
2754,3532,2594
2755,3526,2590
2756,3532,2587
2757,3532,2585
2758,3538,2584
2759,3542,2581
2760,3544,2580
2761,3551,2578
2762,3558,2583
2763,3566,2588
2764,3567,2589
2765,3567,2589
2766,3572,2586
2767,3568,2589
2768,3564,2586
2769,3572,2590
2770,3567,2595
2771,3572,2592
2772,3577,2596
2773,3575,2593
2774,3582,2594
2775,3582,2590
2776,3587,2596
2777,3591,2593
2778,3596,2595
2779,3599,2596
2780,3599,2591
2781,3598,2597
2782,3599,2599
2783,3607,2597
2784,3606,2601
2785,3611,2600
2786,3612,2606
2787,3616,2607
2788,3614,2609
2789,3616,2612
2790,3623,2608
2791,3631,2610
2792,3632,2611
2793,3636,2609
2794,3637,2609
2795,3644,2610
2796,3641,2609
2797,3641,2610
2798,3636,2613
2799,3638,2618
2800,3634,2623
2801,3639,2621
2802,3641,2627
2803,3642,2627
2804,3648,2629
2805,3651,2626
2806,3645,2632
2807,3639,2632
2808,3634,2631
2809,3634,2631
2810,3639,2637
2811,3645,2637
2812,3652,2633
2813,3656,2636
2814,3654,2640
2815,3650,2636
2816,3658,2633
2817,3659,2628
2818,3655,2634
2819,3652,2634
2820,3655,2638
2821,3660,2640
2822,3668,2638
2823,3666,2635
2824,3669,2632
2825,3668,2631
2826,3667,2632
2827,3668,2636
2828,3662,2638
2829,3664,2639
2830,3662,2635
2831,3666,2631
2832,3664,2634
2833,3668,2638
2834,3672,2641
2835,3678,2638
2836,3682,2637
2837,3683,2640
2838,3685,2635
2839,3683,2639
2840,3686,2642
2841,3691,2639
2842,3699,2642
2843,3699,2642
2844,3699,2638
2845,3701,2633
2846,3700,2639
2847,3696,2645
2848,3694,2643
2849,3696,2643
2850,3702,2643
2851,3705,2649
2852,3712,2647
2853,3718,2642
2854,3722,2644
2855,3728,2642
2856,3723,2637
2857,3728,2636
2858,3723,2633
2859,3717,2628
2860,3719,2623
2861,3719,2625
2862,3719,2625
2863,3720,2620
2864,3717,2615
2865,3723,2615
2866,3721,2616
2867,3716,2621
2868,3712,2624
2869,3712,2619
2870,3716,2624
2871,3710,2622
2872,3708,2624
2873,3711,2629
2874,3717,2626
2875,3723,2630
2876,3726,2627
2877,3726,2630
2878,3730,2630
2879,3738,2632
2880,3742,2634
2881,3740,2634
2882,3744,2632
2883,3749,2630
2884,3756,2627
2885,3750,2632
2886,3757,2627
2887,3757,2629
2888,3764,2624
2889,3772,2629
2890,3766,2626
2891,3766,2624
2892,3772,2624
2893,3776,2629
2894,3783,2633
2895,3784,2631
2896,3792,2636
2897,3793,2638
2898,3789,2636
2899,3785,2641
2900,3785,2637
2901,3789,2639
2902,3783,2636
2903,3790,2632
2904,3792,2631
2905,3796,2635
2906,3804,2638
2907,3808,2643
2908,3805,2647
2909,3801,2646
2910,3797,2644
2911,3798,2650
2912,3805,2654
2913,3799,2656
2914,3799,2653
2915,3795,2659
2916,3798,2665
2917,3801,2668
2918,3801,2665
2919,3804,2660
2920,3811,2656
2921,3817,2658
2922,3817,2657
2923,3822,2660
2924,3816,2655
2925,3815,2650
2926,3822,2651
2927,3826,2647
2928,3824,2648
2929,3820,2650
2930,3822,2652
2931,3830,2656
2932,3825,2653
2933,3821,2648
2934,3822,2648
2935,3829,2647
2936,3830,2646
2937,3833,2649
2938,3828,2655
2939,3828,2656
2940,3836,2661
2941,3840,2664
2942,3845,2668
2943,3845,2668
2944,3841,2664
2945,3837,2668
2946,3840,2669
2947,3843,2675
2948,3850,2675
2949,3852,2670
2950,3848,2675
2951,3850,2676
2952,3853,2678
2953,3859,2676
2954,3860,2675
2955,3864,2676
2956,3863,2682
2957,3858,2684
2958,3857,2681
2959,3852,2681
2960,3846,2677
2961,3844,2682
2962,3839,2683
2963,3838,2682
2964,3839,2677
2965,3838,2682
2966,3840,2684
2967,3836,2685
2968,3841,2685
2969,3845,2684
2970,3846,2685
2971,3840,2691
2972,3836,2697
2973,3843,2697
2974,3844,2703
2975,3848,2709
2976,3846,2705
2977,3848,2701
2978,3848,2699
2979,3855,2702
2980,3853,2708
2981,3849,2713
2982,3851,2709
2983,3849,2710
2984,3848,2711
2985,3855,2716
2986,3857,2712
2987,3864,2710
2988,3868,2711
2989,3863,2707
2990,3870,2702
2991,3876,2707
2992,3882,2706
2993,3885,2708
2994,3884,2707
2995,3890,2709
2996,3887,2707
2997,3886,2711
2998,3886,2715
2999,3880,2716
3000,3888,2717
3001,3894,2720
3002,3889,2723
3003,3883,2724
3004,3883,2725
3005,3885,2723
3006,3880,2719
3007,3882,2718
3008,3880,2724
3009,3874,2720
3010,3876,2723
3011,3877,2728
3012,3884,2724
3013,3878,2729
3014,3883,2729
3015,3889,2730
3016,3892,2732
3017,3890,2736
3018,3886,2742
3019,3888,2738
3020,3892,2742
3021,3888,2746
3022,3891,2749
3023,3889,2744
3024,3896,2744
3025,3897,2743
3026,3904,2742
3027,3898,2743
3028,3904,2743
3029,3911,2745
3030,3915,2745
3031,3914,2748
3032,3918,2748
3033,3921,2750
3034,3923,2750
3035,3917,2755
3036,3913,2756
3037,3914,2761
3038,3916,2765
3039,3913,2763
3040,3910,2765
3041,3905,2762
3042,3901,2760
3043,3897,2764
3044,3893,2762
3045,3892,2768
3046,3888,2764
3047,3887,2768
3048,3881,2767
3049,3886,2763
3050,3880,2763
3051,3888,2758
3052,3890,2760
3053,3892,2759
3054,3897,2754
3055,3905,2749
3056,3910,2755
3057,3913,2753
3058,3919,2757
3059,3924,2759
3060,3928,2757
3061,3924,2763
3062,3927,2761
3063,3923,2762
3064,3922,2759
3065,3916,2759
3066,3916,2754
3067,3915,2758
3068,3916,2760
3069,3921,2764
3070,3918,2766
3071,3912,2761
3072,3909,2760
3073,3906,2763
3074,3911,2758
3075,3919,2764
3076,3919,2770
3077,3927,2769
3078,3925,2765
3079,3924,2770
3080,3919,2773
3081,3918,2768
3082,3916,2764
3083,3913,2760
3084,3916,2766
3085,3923,2767
3086,3931,2769
3087,3928,2767
3088,3922,2768
3089,3924,2764
3090,3932,2759
3091,3936,2757
3092,3933,2763
3093,3927,2759
3094,3927,2754
3095,3923,2751
3096,3928,2750
3097,3924,2748
3098,3923,2745
3099,3931,2750
3100,3937,2756
3101,3936,2756
3102,3939,2758
3103,3942,2756
3104,3949,2758
3105,3944,2762
3106,3949,2765
3107,3950,2767
3108,3958,2769
3109,3959,2774
3110,3963,2780
3111,3969,2775
3112,3964,2780
3113,3962,2778
3114,3970,2779
3115,3972,2785
3116,3977,2782
3117,3971,2782
3118,3974,2784
3119,3974,2782
3120,3974,2780
3121,3981,2781
3122,3981,2776
3123,3975,2774
3124,3971,2776
3125,3975,2780
3126,3972,2776
3127,3977,2775
3128,3978,2778
3129,3978,2773
3130,3981,2779
3131,3975,2774
3132,3975,2777
3133,3974,2772
3134,3981,2770
3135,3986,2765
3136,3992,2766
3137,3991,2761
3138,3988,2765
3139,3991,2770
3140,3995,2774
3141,3992,2770
3142,3990,2770
3143,3994,2773
3144,4001,2771
3145,3998,2766
3146,4006,2766
3147,4012,2767
3148,4012,2771
3149,4015,2769
3150,4010,2769
3151,4007,2774
3152,4003,2771
3153,3999,2776
3154,4003,2771
3155,4009,2772
3156,4017,2775
3157,4020,2773
3158,4024,2773
3159,4019,2777
3160,4017,2774
3161,4013,2779
3162,4008,2785
3163,4004,2782
3164,4000,2779
3165,3998,2776
3166,3997,2771
3167,3997,2770
3168,4002,2767
3169,4000,2771
3170,3994,2772
3171,3999,2777
3172,4007,2775
3173,4003,2774
3174,4000,2776
3175,3999,2781
3176,4005,2780
3177,4001,2786
3178,4003,2790
3179,4001,2791
3180,4003,2794
3181,4009,2791
3182,4006,2789
3183,4000,2793
3184,4002,2790
3185,4010,2789
3186,4005,2792
3187,4010,2796
3188,4010,2800
3189,4007,2800
3190,4004,2799
3191,4011,2795
3192,4017,2797
3193,4023,2801
3194,4023,2806
3195,4019,2804
3196,4021,2800
3197,4018,2803
3198,4012,2799
3199,4008,2803
3200,4002,2809
3201,4002,2806
3202,4000,2812
3203,3994,2807
3204,4000,2805
3205,4003,2810
3206,3999,2811
3207,4003,2808
3208,4011,2804
3209,4019,2799
3210,4019,2803
3211,4013,2808
3212,4016,2803
3213,4019,2800
3214,4024,2797
3215,4026,2792
3216,4020,2787
3217,4019,2793
3218,4014,2798
